x1,x2,val
-6.106667,2.610000,0.083230
-6.106667,2.613333,0.084411
-6.106667,2.616667,0.085718
-6.106667,2.620000,0.087144
-6.106667,2.623333,0.088689
-6.106667,2.626667,0.090339
-6.106667,2.630000,0.088967
-6.106667,2.633333,0.091005
-6.106667,2.636667,0.093126
-6.106667,2.640000,0.095321
-6.106667,2.643333,0.097591
-6.106667,2.646667,0.099925
-6.106667,2.650000,0.102320
-6.106667,2.653333,0.104775
-6.106667,2.656667,0.107283
-6.106667,2.660000,0.109838
-6.106667,2.663333,0.112441
-6.106667,2.666667,0.115085
-6.106667,2.670000,0.116715
-6.106667,2.673333,0.119512
-6.106667,2.676667,0.122340
-6.106667,2.680000,0.125195
-6.106667,2.683333,0.128079
-6.106667,2.686667,0.130986
-6.106667,2.690000,0.133917
-6.106667,2.693333,0.136868
-6.106667,2.696667,0.139840
